Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)",flag_allcause,flag_natcause,flag_sept,flag_neopl,flag_diab,flag_alz,flag_inflpn,flag_clrd,flag_otherresp,flag_nephr,flag_otherunk,flag_hd,flag_stroke,flag_cov19mcod,flag_cov19ucod
District of Columbia,2020,5,2/1/2020,143,117,,25,,,,,,0,,41,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
District of Columbia,2020,6,2/8/2020,131,113,,20,,,,,,,,33,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
District of Columbia,2020,7,2/15/2020,122,104,,18,,,,,0,,0,30,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
District of Columbia,2020,8,2/22/2020,103,88,,20,,,,0,,0,,23,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
District of Columbia,2020,9,2/29/2020,135,116,,25,,,0,,,,0,26,10,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,
District of Columbia,2020,10,3/7/2020,118,102,,23,,0,,,,,0,22,,0,0,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
District of Columbia,2020,11,3/14/2020,114,101,0,32,,,,,,,,19,,0,0,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
District of Columbia,2020,12,3/21/2020,129,112,,29,,,,,0,,0,24,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
District of Columbia,2020,13,3/28/2020,130,115,,21,,,,,,0,,34,11,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9)
District of Columbia,2020,14,4/4/2020,156,141,,22,,,0,,,0,,31,,25,25,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
District of Columbia,2020,15,4/11/2020,193,172,,35,,,,,0,,,38,10,37,37,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
District of Columbia,2020,16,4/18/2020,202,174,,22,,,,,,,,39,,59,59,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
District of Columbia,2020,17,4/25/2020,241,222,,26,,,,,0,,,36,11,90,90,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,
District of Columbia,2020,18,5/2/2020,215,185,,25,,,,,0,,0,33,,75,75,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
District of Columbia,2020,19,5/9/2020,213,187,,19,,,,,,,,28,,85,85,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
District of Columbia,2020,20,5/16/2020,180,164,,16,,0,,,,,,22,,68,68,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
District of Columbia,2020,21,5/23/2020,180,160,,31,,,,,,,,36,,49,46,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
District of Columbia,2020,22,5/30/2020,168,146,,23,,0,,,,0,,32,,42,42,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,
District of Columbia,2020,23,6/6/2020,149,134,,18,,0,,,,,,25,,38,36,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
District of Columbia,2020,24,6/13/2020,146,130,,17,0,,,,0,0,,29,10,30,30,,,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,,,
District of Columbia,2020,25,6/20/2020,132,122,,22,,,,,0,,,23,,28,25,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,
District of Columbia,2020,26,6/27/2020,128,116,,19,,,0,,,0,19,20,,19,18,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),,
District of Columbia,2020,27,7/4/2020,121,103,,18,,,0,,0,,11,20,,16,13,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),,
District of Columbia,2020,28,7/11/2020,136,120,,27,,,,,,0,17,25,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
District of Columbia,2020,29,7/18/2020,120,109,,23,,0,,,0,0,,25,,12,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9)
District of Columbia,2020,30,7/25/2020,122,111,,23,,0,0,,,,19,22,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
District of Columbia,2020,31,8/1/2020,124,118,0,23,,,,,0,,18,29,12,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
District of Columbia,2020,32,8/8/2020,106,95,0,13,,,,,,0,21,14,10,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
District of Columbia,2020,33,8/15/2020,96,90,,21,,0,,,,0,13,18,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9),,,,Suppressed (counts 1-9),Suppressed (counts 1-9),Suppressed (counts 1-9)
District of Columbia,2020,34,8/22/2020,45,43,0,11,0,,0,,,0,,,0,,,,,,,,Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9),,Suppressed (counts 1-9),Suppressed (counts 1-9)
Florida,2019,1,1/5/2019,4220,3805,52,893,136,134,60,259,44,69,62,979,252,0,0,,,,,,,,,,,,,,,
Florida,2019,2,1/12/2019,4202,3842,42,936,99,116,68,276,67,81,51,976,269,0,0,,,,,,,,,,,,,,,
Florida,2019,3,1/19/2019,4201,3817,51,842,113,134,69,251,54,72,56,969,309,0,0,,,,,,,,,,,,,,,
Florida,2019,4,1/26/2019,4180,3841,54,878,135,145,73,236,68,72,59,976,263,0,0,,,,,,,,,,,,,,,
Florida,2019,5,2/2/2019,4342,3990,58,914,129,143,66,253,70,55,59,1034,274,0,0,,,,,,,,,,,,,,,
Florida,2019,6,2/9/2019,4327,3915,53,909,144,147,71,263,51,63,60,975,265,0,0,,,,,,,,,,,,,,,
Florida,2019,7,2/16/2019,4282,3902,52,929,144,130,66,250,67,83,75,994,257,0,0,,,,,,,,,,,,,,,
Florida,2019,8,2/23/2019,4165,3786,54,884,123,126,68,262,73,71,53,949,293,0,0,,,,,,,,,,,,,,,
Florida,2019,9,3/2/2019,4289,3895,54,926,139,124,63,275,51,70,40,1017,267,0,0,,,,,,,,,,,,,,,
Florida,2019,10,3/9/2019,4157,3813,54,944,132,120,60,255,53,67,46,975,249,0,0,,,,,,,,,,,,,,,
Florida,2019,11,3/16/2019,4193,3831,54,930,109,118,77,252,56,75,60,954,280,0,0,,,,,,,,,,,,,,,
Florida,2019,12,3/23/2019,4190,3808,59,878,107,116,70,265,70,78,57,1009,293,0,0,,,,,,,,,,,,,,,
Florida,2019,13,3/30/2019,4354,3967,59,922,139,153,42,257,50,64,55,1006,319,0,0,,,,,,,,,,,,,,,
Florida,2019,14,4/6/2019,4224,3824,58,861,123,132,63,235,50,74,49,949,308,0,0,,,,,,,,,,,,,,,
Florida,2019,15,4/13/2019,4277,3881,66,915,115,112,51,280,70,66,58,993,282,0,0,,,,,,,,,,,,,,,
Florida,2019,16,4/20/2019,4102,3721,51,910,122,138,50,254,55,68,62,892,261,0,0,,,,,,,,,,,,,,,
Florida,2019,17,4/27/2019,4122,3746,47,859,113,138,50,248,45,56,55,999,284,0,0,,,,,,,,,,,,,,,
Florida,2019,18,5/4/2019,4070,3693,45,908,104,146,53,229,60,59,49,947,295,0,0,,,,,,,,,,,,,,,
Florida,2019,19,5/11/2019,4126,3755,48,870,137,128,46,243,65,58,63,946,279,0,0,,,,,,,,,,,,,,,
Florida,2019,20,5/18/2019,4097,3729,41,935,123,141,41,218,37,58,69,987,274,0,0,,,,,,,,,,,,,,,
Florida,2019,21,5/25/2019,3944,3592,37,912,105,134,55,238,51,49,74,880,212,0,0,,,,,,,,,,,,,,,
Florida,2019,22,6/1/2019,3970,3603,57,849,111,101,40,233,57,62,53,933,241,0,0,,,,,,,,,,,,,,,
Florida,2019,23,6/8/2019,3996,3594,51,880,133,127,47,234,56,61,50,883,268,0,0,,,,,,,,,,,,,,,
Florida,2019,24,6/15/2019,3863,3501,43,875,114,118,51,223,59,54,63,921,204,0,0,,,,,,,,,,,,,,,
Florida,2019,25,6/22/2019,3946,3578,45,836,124,132,45,233,52,64,63,943,278,0,0,,,,,,,,,,,,,,,
Florida,2019,26,6/29/2019,3860,3517,38,866,118,101,50,230,63,49,62,906,247,0,0,,,,,,,,,,,,,,,
Florida,2019,27,7/6/2019,3906,3507,33,825,121,114,56,220,59,60,70,883,296,0,0,,,,,,,,,,,,,,,
Florida,2019,28,7/13/2019,3904,3538,42,866,131,122,37,231,55,69,70,890,263,0,0,,,,,,,,,,,,,,,
Florida,2019,29,7/20/2019,3789,3429,38,863,88,107,45,229,49,60,59,857,247,0,0,,,,,,,,,,,,,,,
Florida,2019,30,7/27/2019,3866,3528,48,859,133,123,44,209,53,66,53,849,252,0,0,,,,,,,,,,,,,,,
Florida,2019,31,8/3/2019,3899,3565,51,878,119,148,42,214,61,43,63,886,277,0,0,,,,,,,,,,,,,,,
Florida,2019,32,8/10/2019,3700,3372,46,829,119,108,52,194,46,58,63,841,260,0,0,,,,,,,,,,,,,,,
Florida,2019,33,8/17/2019,3659,3317,33,867,109,107,33,193,55,59,53,836,237,0,0,,,,,,,,,,,,,,,
Florida,2019,34,8/24/2019,3785,3411,37,851,103,116,52,213,35,47,54,860,245,0,0,,,,,,,,,,,,,,,
Florida,2019,35,8/31/2019,3722,3363,50,862,113,105,44,220,48,60,53,816,244,0,0,,,,,,,,,,,,,,,
Florida,2019,36,9/7/2019,3723,3347,46,848,118,130,41,175,56,57,60,822,271,0,0,,,,,,,,,,,,,,,
Florida,2019,37,9/14/2019,3717,3356,40,813,114,118,33,207,51,49,52,835,275,0,0,,,,,,,,,,,,,,,
Florida,2019,38,9/21/2019,3801,3420,50,800,97,119,48,221,39,59,56,828,267,0,0,,,,,,,,,,,,,,,
Florida,2019,39,9/28/2019,3744,3383,53,824,101,116,50,192,40,62,61,852,284,0,0,,,,,,,,,,,,,,,
Florida,2019,40,10/5/2019,3832,3453,34,861,107,140,30,225,52,58,59,827,262,0,0,,,,,,,,,,,,,,,
Florida,2019,41,10/12/2019,3862,3462,55,921,102,122,33,199,49,57,71,857,246,0,0,,,,,,,,,,,,,,,
Florida,2019,42,10/19/2019,3753,3382,39,827,119,125,43,206,58,61,57,838,276,0,0,,,,,,,,,,,,,,,
Florida,2019,43,10/26/2019,3727,3373,48,841,95,118,43,198,45,66,44,823,264,0,0,,,,,,,,,,,,,,,
Florida,2019,44,11/2/2019,3886,3484,42,854,123,110,53,236,56,56,49,842,257,0,0,,,,,,,,,,,,,,,
Florida,2019,45,11/9/2019,3992,3591,43,891,104,118,53,218,54,71,60,890,280,0,0,,,,,,,,,,,,,,,
Florida,2019,46,11/16/2019,4090,3681,61,920,132,135,43,197,51,73,53,897,290,0,0,,,,,,,,,,,,,,,
Florida,2019,47,11/23/2019,4055,3692,40,806,117,129,38,222,49,62,57,1009,319,0,0,,,,,,,,,,,,,,,
Florida,2019,48,11/30/2019,4045,3622,62,822,108,121,39,218,57,58,62,955,283,0,0,,,,,,,,,,,,,,,
Florida,2019,49,12/7/2019,4219,3877,61,886,135,112,66,262,67,82,66,1006,305,0,0,,,,,,,,,,,,,,,
Florida,2019,50,12/14/2019,4331,3954,59,896,136,143,66,224,66,75,74,957,319,0,0,,,,,,,,,,,,,,,
Florida,2019,51,12/21/2019,4149,3791,66,840,144,118,71,238,60,72,65,983,305,0,0,,,,,,,,,,,,,,,
Florida,2019,52,12/28/2019,4309,3906,56,843,145,133,94,275,52,56,70,1015,291,0,0,,,,,,,,,,,,,,,
Florida,2020,1,1/4/2020,4341,3928,60,873,136,127,87,265,59,75,55,1013,277,0,0,,,,,,,,,,,,,,,
Florida,2020,2,1/11/2020,4407,3997,54,895,131,124,87,288,63,54,67,1020,315,0,0,,,,,,,,,,,,,,,
Florida,2020,3,1/18/2020,4385,3998,54,867,121,129,76,287,66,73,79,1000,344,0,0,,,,,,,,,,,,,,,
Florida,2020,4,1/25/2020,4387,4014,54,930,124,144,89,282,55,66,74,1002,300,0,0,,,,,,,,,,,,,,,
Florida,2020,5,2/1/2020,4419,4041,55,888,153,141,76,268,66,69,82,993,313,0,0,,,,,,,,,,,,,,,
Florida,2020,6,2/8/2020,4385,4021,46,878,160,142,79,255,65,76,76,1059,289,0,0,,,,,,,,,,,,,,,
Florida,2020,7,2/15/2020,4359,3961,54,883,130,122,86,286,64,77,69,1019,297,0,0,,,,,,,,,,,,,,,
Florida,2020,8,2/22/2020,4416,3992,66,926,135,126,78,251,61,68,86,953,327,0,0,,,,,,,,,,,,,,,
Florida,2020,9,2/29/2020,4399,4000,49,883,120,127,79,263,59,73,81,1043,297,0,0,,,,,,,,,,,,,,,
Florida,2020,10,3/7/2020,4519,4117,45,925,148,131,90,287,42,65,93,1004,310,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Florida,2020,11,3/14/2020,4435,4008,49,927,125,127,85,273,65,80,81,977,329,,,,,,,,,,,,,,,,Suppressed (counts 1-9),Suppressed (counts 1-9)
Florida,2020,12,3/21/2020,4362,3913,63,890,131,129,101,276,60,61,72,948,276,17,16,,,,,,,,,,,,,,,
Florida,2020,13,3/28/2020,4461,4047,60,934,149,129,87,249,75,43,90,956,303,92,91,,,,,,,,,,,,,,,
Florida,2020,14,4/4/2020,4497,4110,63,882,138,124,91,257,57,51,86,974,312,217,210,,,,,,,,,,,,,,,
Florida,2020,15,4/11/2020,4544,4140,49,913,150,132,72,234,50,64,98,938,282,303,287,,,,,,,,,,,,,,,
Florida,2020,16,4/18/2020,4416,4048,54,848,163,150,59,225,41,58,85,908,296,309,296,,,,,,,,,,,,,,,
Florida,2020,17,4/25/2020,4552,4141,49,863,148,158,61,255,36,56,85,928,314,321,289,,,,,,,,,,,,,,,
Florida,2020,18,5/2/2020,4350,3930,52,860,158,143,50,204,49,48,102,843,296,306,277,,,,,,,,,,,,,,,
Florida,2020,19,5/9/2020,4406,3974,56,861,139,119,60,216,52,69,83,926,258,289,256,,,,,,,,,,,,,,,
Florida,2020,20,5/16/2020,4279,3885,46,866,135,132,57,233,38,57,97,886,292,257,219,,,,,,,,,,,,,,,
Florida,2020,21,5/23/2020,4360,3934,45,868,151,132,53,215,40,57,115,940,262,232,197,,,,,,,,,,,,,,,
Florida,2020,22,5/30/2020,4208,3810,45,822,138,133,45,186,44,70,105,881,269,230,193,,,,,,,,,,,,,,,
Florida,2020,23,6/6/2020,4264,3881,43,884,115,142,50,210,43,70,121,895,285,218,169,,,,,,,,,,,,,,,
Florida,2020,24,6/13/2020,4254,3872,40,824,125,116,46,203,48,52,134,934,299,192,161,,,,,,,,,,,,,,,
Florida,2020,25,6/20/2020,4405,4010,37,865,151,131,48,218,43,58,135,901,311,217,188,,,,,,,,,,,,,,,
Florida,2020,26,6/27/2020,4496,4107,51,832,133,133,43,213,51,56,196,915,297,315,266,,,,,,,,,,,,,,,
Florida,2020,27,7/4/2020,4709,4347,48,877,159,145,62,202,50,63,207,960,270,445,393,,,,,,,,,,,,,,,
Florida,2020,28,7/11/2020,5065,4735,58,859,167,127,51,236,53,63,244,1019,295,744,676,,,,,,,,,,,,,,,
Florida,2020,29,7/18/2020,5455,5126,58,804,177,167,63,219,52,63,270,956,321,1117,1009,,,,,,,,,,,,,,,
Florida,2020,30,7/25/2020,5606,5296,47,883,164,161,60,214,46,52,282,997,313,1284,1157,,,,,,,,,,,,,,,
Florida,2020,31,8/1/2020,5585,5308,37,879,150,177,62,223,38,57,368,961,306,1277,1156,,,,,,,,,,,,,,,
Florida,2020,32,8/8/2020,5236,4992,38,885,123,145,42,199,47,65,398,861,283,1121,1017,,,,,,,,,,,,,,,
Florida,2020,33,8/15/2020,4889,4674,44,823,122,155,43,204,37,75,368,870,312,836,745,,,,,,,,,,,,,,,
Florida,2020,34,8/22/2020,3410,3293,22,696,111,128,45,170,38,34,213,629,236,347,311,,,,,,,,,,,,,,,
Georgia,2019,1,1/5/2019,1803,1640,34,324,64,75,51,110,29,38,18,437,83,0,0,,,,,,,,,,,,,,,
Georgia,2019,2,1/12/2019,1743,1613,33,344,44,78,37,127,30,32,19,422,83,0,0,,,,,,,,,,,,,,,
Georgia,2019,3,1/19/2019,1796,1658,35,357,57,104,33,99,43,61,24,396,96,0,0,,,,,,,,,,,,,,,
Georgia,2019,4,1/26/2019,1731,1617,33,345,65,81,38,96,36,38,29,411,94,0,0,,,,,,,,,,,,,,,
Georgia,2019,5,2/2/2019,1761,1628,36,357,46,103,19,97,40,38,20,418,89,0,0,,,,,,,,,,,,,,,
Georgia,2019,6,2/9/2019,1671,1538,28,360,47,84,16,119,35,49,18,356,98,0,0,,,,,,,,,,,,,,,
Georgia,2019,7,2/16/2019,1646,1545,37,326,40,90,43,111,39,42,23,382,82,0,0,,,,,,,,,,,,,,,
Georgia,2019,8,2/23/2019,1714,1590,49,352,55,68,45,97,54,44,20,354,111,0,0,,,,,,,,,,,,,,,
Georgia,2019,9,3/2/2019,1695,1558,36,353,50,71,45,97,31,34,21,374,89,0,0,,,,,,,,,,,,,,,
Georgia,2019,10,3/9/2019,1717,1567,32,315,53,88,43,96,33,41,23,408,100,0,0,,,,,,,,,,,,,,,
Georgia,2019,11,3/16/2019,1706,1550,35,354,38,76,29,104,46,29,23,397,71,0,0,,,,,,,,,,,,,,,
Georgia,2019,12,3/23/2019,1692,1543,37,344,53,77,30,94,33,48,24,395,65,0,0,,,,,,,,,,,,,,,
Georgia,2019,13,3/30/2019,1685,1546,37,353,49,85,33,105,40,28,22,384,88,0,0,,,,,,,,,,,,,,,
Georgia,2019,14,4/6/2019,1654,1484,38,325,45,81,31,87,25,28,11,385,102,0,0,,,,,,,,,,,,,,,
Georgia,2019,15,4/13/2019,1654,1497,42,311,43,78,27,84,46,40,18,383,88,0,0,,,,,,,,,,,,,,,
Georgia,2019,16,4/20/2019,1644,1512,45,326,46,78,29,99,35,43,20,371,80,0,0,,,,,,,,,,,,,,,
Georgia,2019,17,4/27/2019,1749,1586,25,354,64,86,37,98,38,40,20,405,87,0,0,,,,,,,,,,,,,,,
Georgia,2019,18,5/4/2019,1713,1557,53,352,38,74,28,105,47,52,23,370,73,0,0,,,,,,,,,,,,,,,
Georgia,2019,19,5/11/2019,1639,1505,25,355,47,72,18,93,35,49,21,366,86,0,0,,,,,,,,,,,,,,,
Georgia,2019,20,5/18/2019,1560,1429,28,322,50,74,13,99,25,38,22,367,88,0,0,,,,,,,,,,,,,,,
Georgia,2019,21,5/25/2019,1578,1434,24,351,43,66,17,88,34,36,20,379,73,0,0,,,,,,,,,,,,,,,
Georgia,2019,22,6/1/2019,1624,1451,30,317,50,84,22,82,41,39,17,383,80,0,0,,,,,,,,,,,,,,,
Georgia,2019,23,6/8/2019,1619,1465,32,333,46,84,19,87,30,39,25,360,81,0,0,,,,,,,,,,,,,,,
Georgia,2019,24,6/15/2019,1575,1435,25,345,44,77,15,78,33,35,24,383,82,0,0,,,,,,,,,,,,,,,
Georgia,2019,25,6/22/2019,1591,1459,39,342,51,64,22,89,33,48,26,358,81,0,0,,,,,,,,,,,,,,,
Georgia,2019,26,6/29/2019,1515,1401,33,336,38,85,22,85,30,30,15,349,89,0,0,,,,,,,,,,,,,,,
Georgia,2019,27,7/6/2019,1529,1379,34,343,34,90,16,71,21,25,17,355,79,0,0,,,,,,,,,,,,,,,
Georgia,2019,28,7/13/2019,1589,1458,28,326,43,89,17,89,23,49,24,388,80,0,0,,,,,,,,,,,,,,,
Georgia,2019,29,7/20/2019,1628,1467,43,317,42,85,23,84,29,42,23,369,78,0,0,,,,,,,,,,,,,,,
Georgia,2019,30,7/27/2019,1621,1482,31,371,34,89,24,64,26,37,18,356,84,0,0,,,,,,,,,,,,,,,
Georgia,2019,31,8/3/2019,1609,1489,32,370,42,66,24,91,34,38,20,363,80,0,0,,,,,,,,,,,,,,,
Georgia,2019,32,8/10/2019,1573,1418,27,329,30,79,19,85,38,49,23,339,70,0,0,,,,,,,,,,,,,,,
Georgia,2019,33,8/17/2019,1607,1452,28,349,33,80,17,74,38,30,25,358,84,0,0,,,,,,,,,,,,,,,
Georgia,2019,34,8/24/2019,1540,1399,39,341,34,73,20,85,23,34,24,343,67,0,0,,,,,,,,,,,,,,,
Georgia,2019,35,8/31/2019,1553,1421,25,349,40,88,16,62,28,30,19,344,85,0,0,,,,,,,,,,,,,,,
Georgia,2019,36,9/7/2019,1598,1465,27,340,39,78,15,90,31,42,26,347,90,0,0,,,,,,,,,,,,,,,
Georgia,2019,37,9/14/2019,1608,1465,31,339,41,92,24,87,39,30,23,352,73,0,0,,,,,,,,,,,,,,,
Georgia,2019,38,9/21/2019,1531,1370,25,322,38,78,20,84,37,44,19,318,70,0,0,,,,,,,,,,,,,,,
Georgia,2019,39,9/28/2019,1651,1489,28,356,53,77,19,84,45,39,32,342,84,0,0,,,,,,,,,,,,,,,
Georgia,2019,40,10/5/2019,1593,1444,27,343,44,103,23,70,36,35,32,337,91,0,0,,,,,,,,,,,,,,,
Georgia,2019,41,10/12/2019,1586,1454,23,352,41,67,23,90,29,45,17,340,88,0,0,,,,,,,,,,,,,,,
Georgia,2019,42,10/19/2019,1592,1457,39,369,43,79,15,72,32,32,17,358,84,0,0,,,,,,,,,,,,,,,
Georgia,2019,43,10/26/2019,1610,1492,37,332,39,64,21,87,40,36,18,377,92,0,0,,,,,,,,,,,,,,,
Georgia,2019,44,11/2/2019,1665,1521,32,347,47,74,13,87,20,32,27,372,106,0,0,,,,,,,,,,,,,,,
Georgia,2019,45,11/9/2019,1683,1540,45,349,41,80,18,88,36,47,20,375,99,0,0,,,,,,,,,,,,,,,
Georgia,2019,46,11/16/2019,1666,1542,29,338,45,82,30,98,29,32,19,373,75,0,0,,,,,,,,,,,,,,,
Georgia,2019,47,11/23/2019,1798,1663,30,388,56,89,24,80,42,39,28,437,96,0,0,,,,,,,,,,,,,,,
Georgia,2019,48,11/30/2019,1731,1613,35,344,48,86,30,94,44,42,24,391,104,0,0,,,,,,,,,,,,,,,
Georgia,2019,49,12/7/2019,1686,1541,45,309,64,81,14,95,35,39,30,388,87,0,0,,,,,,,,,,,,,,,
Georgia,2019,50,12/14/2019,1711,1587,30,346,53,94,39,103,38,44,31,374,86,0,0,,,,,,,,,,,,,,,
Georgia,2019,51,12/21/2019,1737,1608,30,351,52,87,33,101,40,42,30,380,98,0,0,,,,,,,,,,,,,,,
Georgia,2019,52,12/28/2019,1775,1645,41,343,51,104,42,104,58,40,27,420,98,0,0,,,,,,,,,,,,,,,
Georgia,2020,1,1/4/2020,1798,1652,41,337,61,83,61,99,44,41,24,400,93,0,0,,,,,,,,,,,,,,,
Georgia,2020,2,1/11/2020,1797,1658,40,341,43,109,44,118,51,41,20,398,74,0,0,,,,,,,,,,,,,,,
Georgia,2020,3,1/18/2020,1736,1604,38,318,54,94,39,106,40,46,26,389,93,0,0,,,,,,,,,,,,,,,
Georgia,2020,4,1/25/2020,1821,1687,35,367,51,99,54,115,40,52,20,395,76,0,0,,,,,,,,,,,,,,,
